학제,학교명,지역,설립,재적학생수,재학생수,휴학생수,총장및전임교원수
전문대학,한국철도대학,경기,국립,180 ,134 ,46 ,
전문대학,강원도립대학,강원,공립,1658 ,900 ,758 ,31 
전문대학,경남도립거창대학,경남,공립,1614 ,955 ,659 ,31 
전문대학,경남도립남해대학,경남,공립,1639 ,846 ,793 ,25 
전문대학,경북도립대학교,경북,공립,1389 ,930 ,459 ,32 
전문대학,충북도립대학,충북,공립,1815 ,1028 ,787 ,30 
전문대학,인천전문대학,인천,공립,,,,
전문대학,충남도립대학교,충남,공립,1747 ,1121 ,626 ,33 
전문대학,한국복지대학교,경기,국립,735 ,536 ,199 ,56 
전문대학,가톨릭상지대학교,경북,사립,2859 ,2055 ,804 ,62 
전문대학,군산간호대학교,전북,사립,1241 ,1153 ,88 ,31 
전문대학,거제대학교,경남,사립,2525 ,1684 ,841 ,46 
전문대학,가천길대학,인천,사립,,,,
전문대학,경남정보대학교,부산,사립,11748 ,7058 ,4690 ,184 
전문대학,호산대학교,경북,사립,2832 ,2201 ,631 ,74 
전문대학,경민대학교,경기,사립,8154 ,4726 ,3428 ,144 
전문대학,대구미래대학교,경북,사립,1430 ,1019 ,411 ,49 
전문대학,영남외국어대학,경북,사립,1070 ,873 ,197 ,30 
전문대학,경북전문대학교,경북,사립,4290 ,2700 ,1590 ,80 
전문대학,경복대학교,경기,사립,8672 ,6452 ,2220 ,183 
전문대학,경원전문대학,경기,사립,,,,
전문대학,경인여자대학교,인천,사립,5309 ,4950 ,359 ,115 
전문대학,서라벌대학교,경북,사립,1270 ,984 ,286 ,34 
전문대학,계명문화대학교,대구,사립,8149 ,5283 ,2866 ,136 
전문대학,계원예술대학교,경기,사립,4361 ,2889 ,1472 ,87 
전문대학,광양보건대학교,전남,사립,2439 ,1984 ,455 ,70 
전문대학,광주보건대학교,광주,사립,5376 ,4123 ,1253 ,109 
전문대학,구미대학교,경북,사립,8306 ,5492 ,2814 ,134 
전문대학,서해대학,전북,사립,2084 ,1428 ,656 ,51 
전문대학,군장대학교,전북,사립,3028 ,2122 ,906 ,59 
전문대학,강동대학교,충북,사립,7079 ,4198 ,2881 ,121 
전문대학,고구려대학교,전남,사립,2364 ,2117 ,247 ,56 
전문대학,기독간호대학교,광주,사립,713 ,655 ,58 ,22 
전문대학,전주기전대학,전북,사립,2203 ,1869 ,334 ,58 
전문대학,김천과학대학교,경북,사립,1659 ,1344 ,315 ,43 
전문대학,김천대학,경북,사립,,,,
전문대학,김포대학교,경기,사립,5189 ,3371 ,1818 ,96 
전문대학,농협대학교,경기,사립,581 ,491 ,90 ,13 
전문대학,대경대학교,경북,사립,5811 ,4169 ,1642 ,116 
전문대학,대구공업대학교,대구,사립,4165 ,2022 ,2143 ,66 
전문대학,대구보건대학교,대구,사립,9370 ,6893 ,2477 ,179 
전문대학,수성대학교,대구,사립,5884 ,3756 ,2128 ,100 
전문대학,대구과학대학교,대구,사립,6123 ,4528 ,1595 ,140 
전문대학,대동대학교,부산,사립,2065 ,1694 ,371 ,47 
전문대학,대림대학교,경기,사립,11356 ,6685 ,4671 ,166 
전문대학,대원대학교,충북,사립,4118 ,2807 ,1311 ,92 
전문대학,동서울대학교,경기,사립,9282 ,6009 ,3273 ,155 
전문대학,대전보건대학교,대전,사립,8450 ,5929 ,2521 ,150 
전문대학,우송정보대학,대전,사립,7933 ,4866 ,3067 ,130 
전문대학,대전과학기술대학교,대전,사립,6336 ,4707 ,1629 ,130 
전문대학,아주자동차대학,충남,사립,2550 ,981 ,1569 ,29 
전문대학,인천재능대학교,인천,사립,6322 ,3651 ,2671 ,107 
전문대학,경북과학대학교,경북,사립,2695 ,1851 ,844 ,64 
전문대학,동남보건대학교,경기,사립,6309 ,4973 ,1336 ,127 
전문대학,동부산대학교,부산,사립,4237 ,2635 ,1602 ,78 
전문대학,동강대학교,광주,사립,4449 ,3418 ,1031 ,98 
전문대학,동아방송예술대학교,경기,사립,4530 ,3107 ,1423 ,85 
전문대학,동아인재대학교,전남,사립,2357 ,2013 ,344 ,68 
전문대학,동양미래대학교,서울,사립,11948 ,6348 ,5600 ,164 
전문대학,동우대학,강원,사립,162 ,112 ,50 ,
전문대학,동원대학교,경기,사립,6254 ,3838 ,2416 ,102 
전문대학,동의과학대학교,부산,사립,10967 ,5790 ,5177 ,153 
전문대학,동주대학교,부산,사립,5658 ,3563 ,2095 ,105 
전문대학,두원공과대학교,경기,사립,10228 ,6133 ,4095 ,168 
전문대학,마산대학교,경남,사립,8429 ,6170 ,2259 ,162 
전문대학,명지전문대학,서울,사립,10474 ,7027 ,3447 ,178 
전문대학,목포과학대학교,전남,사립,4604 ,2859 ,1745 ,82 
전문대학,문경대학교,경북,사립,1103 ,878 ,225 ,30 
전문대학,배화여자대학교,서울,사립,3460 ,3059 ,401 ,81 
전문대학,백제예술대학교,전북,사립,2781 ,1842 ,939 ,49 
전문대학,부산경상대학교,부산,사립,4797 ,3216 ,1581 ,86 
전문대학,부산여자대학교,부산,사립,3130 ,2948 ,182 ,76 
전문대학,부산과학기술대학교,부산,사립,10296 ,4506 ,5790 ,124 
전문대학,부천대학교,경기,사립,11695 ,7736 ,3959 ,210 
전문대학,삼육보건대학교,서울,사립,1522 ,1289 ,233 ,40 
전문대학,상지영서대학교,강원,사립,6334 ,3002 ,3332 ,80 
전문대학,서영대학교,광주,사립,8634 ,5053 ,3581 ,131 
전문대학,서울여자간호대학교,서울,사립,1017 ,976 ,41 ,31 
전문대학,서울보건대학,경기,사립,,,,
전문대학,서울예술대학교,경기,사립,4306 ,3063 ,1243 ,84 
전문대학,서일대학교,서울,사립,9916 ,6422 ,3494 ,174 
전문대학,성덕대학교,경북,사립,1409 ,1356 ,53 ,45 
전문대학,성심외국어대학,부산,사립,1249 ,,1249 ,
전문대학,송원대학,광주,사립,24 ,4 ,20 ,
전문대학,수원여자대학교,경기,사립,4878 ,4563 ,315 ,123 
전문대학,수원과학대학교,경기,사립,9917 ,6390 ,3527 ,167 
전문대학,순천제일대학교,전남,사립,5187 ,2545 ,2642 ,70 
전문대학,청암대학교,전남,사립,3688 ,2964 ,724 ,81 
전문대학,숭의여자대학교,서울,사립,3861 ,3616 ,245 ,91 
전문대학,신구대학교,경기,사립,9393 ,6839 ,2554 ,173 
전문대학,신성대학교,충남,사립,6942 ,4140 ,2802 ,118 
전문대학,신흥대학교,경기,사립,3453 ,1232 ,2221 ,
전문대학,안동과학대학교,경북,사립,4249 ,2859 ,1390 ,96 
전문대학,신안산대학교,경기,사립,7048 ,4449 ,2599 ,134 
전문대학,안산대학교,경기,사립,6091 ,4631 ,1460 ,123 
전문대학,연성대학교,경기,사립,10989 ,6047 ,4942 ,162 
전문대학,동원과학기술대학교,경남,사립,3699 ,2158 ,1541 ,68 
전문대학,여주대학교,경기,사립,9185 ,5797 ,3388 ,149 
전문대학,연암공업대학,경남,사립,3051 ,1400 ,1651 ,39 
전문대학,천안연암대학,충남,사립,1698 ,1135 ,563 ,30 
전문대학,영남이공대학교,대구,사립,10102 ,6138 ,3964 ,161 
전문대학,강릉영동대학교,강원,사립,5120 ,3072 ,2048 ,92 
전문대학,세경대학교,강원,사립,1253 ,983 ,270 ,27 
전문대학,영진전문대학,대구,사립,13675 ,8084 ,5591 ,199 
전문대학,오산대학교,경기,사립,8470 ,4853 ,3617 ,136 
전문대학,용인송담대학교,경기,사립,6791 ,4185 ,2606 ,118 
전문대학,울산과학대학교,울산,사립,8454 ,4910 ,3544 ,141 
전문대학,한국영상대학교,세종,사립,5195 ,3458 ,1737 ,110 
전문대학,원광보건대학교,전북,사립,6630 ,4669 ,1961 ,136 
전문대학,유한대학교,경기,사립,9025 ,4897 ,4128 ,144 
전문대학,인덕대학교,서울,사립,9891 ,6419 ,3472 ,164 
전문대학,인하공업전문대학,인천,사립,12190 ,6843 ,5347 ,173 
전문대학,장안대학교,경기,사립,9361 ,6259 ,3102 ,193 
전문대학,적십자간호대학,서울,사립,3 ,2 ,1 ,
전문대학,전남과학대학교,전남,사립,5064 ,3876 ,1188 ,109 
전문대학,전주비전대학교,전북,사립,5202 ,3443 ,1759 ,87 
전문대학,전북과학대학교,전북,사립,1777 ,1630 ,147 ,48 
전문대학,제주관광대학교,제주,사립,3710 ,2306 ,1404 ,76 
전문대학,제주산업정보대학,제주,사립,17 ,9 ,8 ,
전문대학,조선이공대학교,광주,사립,7134 ,3611 ,3523 ,106 
전문대학,조선간호대학교,광주,사립,915 ,835 ,80 ,23 
전문대학,충북보건과학대학교,충북,사립,4299 ,2898 ,1401 ,100 
전문대학,우송공업대학,대전,사립,,,,
전문대학,진주보건대학교,경남,사립,3354 ,2846 ,508 ,76 
전문대학,창신대학,경남,사립,274 ,117 ,157 ,
전문대학,창원문성대학,경남,사립,8413 ,4007 ,4406 ,117 
전문대학,백석문화대학교,충남,사립,9243 ,6218 ,3025 ,172 
전문대학,청강문화산업대학교,경기,사립,5192 ,3699 ,1493 ,98 
전문대학,춘해보건대학교,울산,사립,3117 ,2655 ,462 ,71 
전문대학,대덕대학교,대전,사립,7403 ,4357 ,3046 ,106 
전문대학,충청대학교,충북,사립,8233 ,4965 ,3268 ,136 
전문대학,강원관광대학교,강원,사립,1830 ,1367 ,463 ,37 
전문대학,국제대학교,경기,사립,7141 ,4458 ,2683 ,110 
전문대학,선린대학교,경북,사립,3738 ,2757 ,981 ,80 
전문대학,포항대학교,경북,사립,3497 ,2382 ,1115 ,80 
전문대학,제주한라대학교,제주,사립,8862 ,5270 ,3592 ,145 
전문대학,한림성심대학교,강원,사립,5409 ,3339 ,2070 ,90 
전문대학,한양여자대학교,서울,사립,7407 ,6789 ,618 ,183 
전문대학,한영대학,전남,사립,1554 ,1355 ,199 ,45 
전문대학,혜전대학교,충남,사립,4523 ,3235 ,1288 ,83 
전문대학,경기과학기술대학교,경기,사립,7703 ,4505 ,3198 ,111 
전문대학,부산예술대학교,부산,사립,1200 ,852 ,348 ,24 
전문대학,전남도립대학교,전남,공립,2209 ,1463 ,746 ,50 
전문대학,송호대학교,강원,사립,1577 ,1034 ,543 ,31 
전문대학,한국관광대학교,경기,사립,3030 ,2134 ,896 ,53 
전문대학,서정대학교,경기,사립,8375 ,4809 ,3566 ,125 
전문대학,송곡대학교,강원,사립,997 ,820 ,177 ,23 
전문대학,웅지세무대학교,경기,사립,3061 ,1829 ,1232 ,56 
전문대학,김해대학교,경남,사립,1863 ,1520 ,343 ,44 
전문대학,한국승강기대학교,경남,사립,1264 ,518 ,746 ,21 
전문대학,한국농수산대학,전북,국립,1342 ,1183 ,159 ,34 
전문대학,한국골프대학,강원,사립,601 ,407 ,194 ,16 
교육대학,공주교육대학교,충남,국립,1570 ,1524 ,46 ,85 
교육대학,광주교육대학교,광주,국립,1446 ,1419 ,27 ,80 
교육대학,대구교육대학교,대구,국립,1710 ,1671 ,39 ,93 
교육대학,부산교육대학교,부산,국립,1617 ,1573 ,44 ,83 
교육대학,서울교육대학교,서울,국립,1600 ,1532 ,68 ,96 
교육대학,경인교육대학교,인천,국립,1300 ,1282 ,18 ,132 
교육대학,경인교육대학교,경기,국립,1362 ,1303 ,59 ,
교육대학,전주교육대학교,전북,국립,1235 ,1210 ,25 ,59 
교육대학,진주교육대학교,경남,국립,1398 ,1361 ,37 ,72 
교육대학,청주교육대학교,충북,국립,1285 ,1255 ,30 ,71 
교육대학,춘천교육대학교,강원,국립,1444 ,1395 ,49 ,78 
대학교,강릉원주대학교,강원,국립,8883 ,6143 ,2740 ,291 
대학교,강릉원주대학교,강원,국립,2963 ,2101 ,862 ,89 
대학교,강원대학교,강원,국립,22940 ,15345 ,7595 ,651 
대학교,강원대학교,강원,국립,11176 ,6684 ,4492 ,192 
대학교,경북대학교,대구,국립,33144 ,24105 ,9039 ,919 
대학교,경상대학교,경남,국립,21408 ,15272 ,6136 ,647 
대학교,공주대학교,충남,국립,19221 ,14595 ,4626 ,554 
대학교,군산대학교,전북,국립,11699 ,8350 ,3349 ,344 
대학교,금오공과대학교,경북,국립,10230 ,6946 ,3284 ,218 
대학교,목포대학교,전남,국립,11325 ,7933 ,3392 ,312 
대학교,목포해양대학교,전남,국립,3121 ,2567 ,554 ,109 
대학교,부경대학교,부산,국립,24684 ,17667 ,7017 ,583 
대학교,부산대학교,부산,국립,30148 ,22168 ,7980 ,873 
대학교,서울대학교,서울,국립대법인,21068 ,16511 ,4557 ,1806 
대학교,순천대학교,전남,국립,11005 ,7798 ,3207 ,319 
대학교,안동대학교,경북,국립,10166 ,6593 ,3573 ,268 
대학교,전남대학교,광주,국립,24003 ,17560 ,6443 ,980 
대학교,전남대학교,전남,국립,4943 ,3238 ,1705 ,168 
대학교,전북대학교,전북,국립,27327 ,19576 ,7751 ,768 
대학교,제주대학교,제주,국립,16303 ,10553 ,5750 ,443 
대학교,창원대학교,경남,국립,12681 ,8877 ,3804 ,333 
대학교,충남대학교,대전,국립,25492 ,18833 ,6659 ,703 
대학교,충북대학교,충북,국립,20635 ,15143 ,5492 ,726 
대학교,한국교원대학교,충북,국립,2760 ,2393 ,367 ,194 
대학교,한국체육대학교,서울,국립,3220 ,2460 ,760 ,112 
대학교,한국해양대학교,부산,국립,9259 ,6955 ,2304 ,257 
대학교,한국교통대학교,충북,국립,12392 ,8578 ,3814 ,301 
대학교,경남과학기술대학교,경남,국립,6563 ,4584 ,1979 ,174 
대학교,서울과학기술대학교,서울,국립,9786 ,6712 ,3074 ,317 
대학교,한경대학교,경기,국립,5580 ,3901 ,1679 ,168 
대학교,한밭대학교,대전,국립,8686 ,6078 ,2608 ,245 
대학교,서울시립대학교,서울,공립,13331 ,9516 ,3815 ,354 
대학교,인천대학교,인천,국립대법인,18149 ,12879 ,5270 ,428 
대학교,가야대학교,경남,사립,3350 ,2638 ,712 ,98 
대학교,가야대학교,경북,사립,3 ,,3 ,
대학교,가톨릭대학교,경기,사립,10174 ,7380 ,2794 ,247 
대학교,가톨릭대학교,서울,사립,473 ,454 ,19 ,867 
대학교,가톨릭대학교,서울,사립,281 ,182 ,99 ,23 
대학교,감리교신학대학교,서울,사립,1182 ,858 ,324 ,29 
대학교,강남대학교,경기,사립,10020 ,7279 ,2741 ,222 
대학교,건국대학교,서울,사립,22559 ,15698 ,6861 ,657 
대학교,건국대학교,충북,사립,12182 ,8381 ,3801 ,380 
대학교,건양대학교,충남,사립,6347 ,4863 ,1484 ,168 
대학교,건양대학교,대전,사립,3970 ,3347 ,623 ,231 
대학교,경기대학교,경기,사립,17614 ,12354 ,5260 ,418 
대학교,경기대학교,서울,사립,3161 ,2142 ,1019 ,50 
대학교,경남대학교,경남,사립,19201 ,12808 ,6393 ,452 
대학교,경동대학교,강원,사립,5140 ,3471 ,1669 ,129 
대학교,경동대학교,강원,사립,419 ,288 ,131 ,4 
대학교,경동대학교,강원,사립,1644 ,1496 ,148 ,40 
대학교,경동대학교,경기,사립,877 ,620 ,257 ,32 
대학교,대구한의대학교,경북,사립,9795 ,7060 ,2735 ,251 
대학교,경성대학교,부산,사립,18844 ,13202 ,5642 ,435 
대학교,가천대학교,경기,사립,26411 ,19011 ,7400 ,650 
대학교,경일대학교,경북,사립,10189 ,7308 ,2881 ,251 
대학교,경주대학교,경북,사립,4101 ,2610 ,1491 ,154 
대학교,경희대학교,서울,사립,34319 ,25259 ,9060 ,866 
대학교,계명대학교,대구,사립,33568 ,23166 ,10402 ,888 
대학교,고려대학교,서울,사립,27092 ,20254 ,6838 ,1148 
대학교,고려대학교 세종캠퍼스,세종,사립,10412 ,7031 ,3381 ,210 
대학교,고신대학교,부산,사립,5442 ,4240 ,1202 ,287 
대학교,가톨릭관동대학교,강원,사립,13951 ,9192 ,4759 ,451 
대학교,광신대학교,광주,사립,598 ,485 ,113 ,46 
대학교,광운대학교,서울,사립,12530 ,8751 ,3779 ,317 
대학교,광주가톨릭대학교,전남,사립,138 ,91 ,47 ,17 
대학교,광주여자대학교,광주,사립,4252 ,4011 ,241 ,141 
대학교,국민대학교,서울,사립,21746 ,15617 ,6129 ,556 
대학교,그리스도대학교,서울,사립,1933 ,1455 ,478 ,52 
대학교,극동대학교,충북,사립,5878 ,4209 ,1669 ,153 
대학교,나사렛대학교,충남,사립,7828 ,5695 ,2133 ,171 
대학교,단국대학교,경기,사립,16946 ,11975 ,4971 ,440 
대학교,단국대학교,충남,사립,,,,
대학교,단국대학교,충남,사립,16981 ,12393 ,4588 ,627 
대학교,대구대학교,경북,사립,28451 ,19739 ,8712 ,623 
대학교,대구예술대학교,경북,사립,2110 ,1476 ,634 ,50 
대학교,대구가톨릭대학교,경북,사립,19566 ,13986 ,5580 ,647 
대학교,세한대학교,전남,사립,4640 ,3475 ,1165 ,89 
대학교,세한대학교,충남,사립,1214 ,810 ,404 ,56 
대학교,대신대학교,경북,사립,579 ,303 ,276 ,31 
대학교,대전가톨릭대학교,세종,사립,105 ,67 ,38 ,12 
대학교,대전대학교,대전,사립,13860 ,9766 ,4094 ,350 
대학교,대진대학교,경기,사립,11100 ,8020 ,3080 ,269 
대학교,서울기독대학교,서울,사립,819 ,673 ,146 ,26 
대학교,덕성여자대학교,서울,사립,7181 ,6094 ,1087 ,200 
대학교,동국대학교,서울,사립,19143 ,13759 ,5384 ,556 
대학교,동국대학교,경북,사립,11813 ,8253 ,3560 ,393 
대학교,동덕여자대학교,서울,사립,9218 ,7918 ,1300 ,240 
대학교,동서대학교,부산,사립,16037 ,11354 ,4683 ,356 
대학교,동신대학교,전남,사립,9631 ,7233 ,2398 ,279 
대학교,동아대학교,부산,사립,29491 ,20536 ,8955 ,797 
대학교,동양대학교,경북,사립,6535 ,4585 ,1950 ,160 
대학교,동의대학교,부산,사립,22843 ,15848 ,6995 ,614 
대학교,루터대학교,경기,사립,509 ,423 ,86 ,18 
대학교,명지대학교 인문캠퍼스,서울,사립,10576 ,7326 ,3250 ,213 
대학교,명지대학교 자연캠퍼스,경기,사립,10377 ,7089 ,3288 ,321 
대학교,목원대학교,대전,사립,12514 ,8966 ,3548 ,313 
대학교,배재대학교,대전,사립,12430 ,9681 ,2749 ,328 
대학교,부산가톨릭대학교,부산,사립,5256 ,4093 ,1163 ,142 
대학교,부산외국어대학교,부산,사립,13754 ,9271 ,4483 ,282 
대학교,삼육대학교,서울,사립,7731 ,5751 ,1980 ,194 
대학교,상명대학교,서울,사립,9670 ,7275 ,2395 ,236 
대학교,상명대학교,충남,사립,8508 ,6258 ,2250 ,221 
대학교,상지대학교,강원,사립,11418 ,7852 ,3566 ,261 
대학교,서강대학교,서울,사립,11199 ,8001 ,3198 ,373 
대학교,서경대학교,서울,사립,9187 ,6745 ,2442 ,210 
대학교,서남대학교,전북,사립,1136 ,947 ,189 ,152 
대학교,서남대학교,충남,사립,1382 ,732 ,650 ,101 
대학교,서울신학대학교,경기,사립,2918 ,2389 ,529 ,77 
대학교,서울여자대학교,서울,사립,9230 ,7770 ,1460 ,240 
대학교,서울장신대학교,경기,사립,679 ,522 ,157 ,38 
대학교,서원대학교,충북,사립,9715 ,7312 ,2403 ,249 
대학교,선문대학교,충남,사립,14016 ,10058 ,3958 ,343 
대학교,성결대학교,경기,사립,7540 ,5720 ,1820 ,199 
대학교,성공회대학교,서울,사립,3261 ,2335 ,926 ,73 
대학교,성균관대학교,서울,사립,26327 ,19357 ,6970 ,1192 
대학교,성신여자대학교,서울,사립,11739 ,9962 ,1777 ,335 
대학교,세명대학교,충북,사립,12453 ,8464 ,3989 ,283 
대학교,세종대학교,서울,사립,15955 ,11293 ,4662 ,407 
대학교,수원가톨릭대학교,경기,사립,206 ,143 ,63 ,13 
대학교,수원대학교,경기,사립,14978 ,10705 ,4273 ,358 
대학교,숙명여자대학교,서울,사립,12847 ,10674 ,2173 ,399 
대학교,순천향대학교,충남,사립,14690 ,11017 ,3673 ,833 
대학교,숭실대학교,서울,사립,18715 ,12935 ,5780 ,477 
대학교,신라대학교,부산,사립,13475 ,10277 ,3198 ,354 
대학교,아세아연합신학대학교,경기,사립,1053 ,807 ,246 ,36 
대학교,아주대학교,경기,사립,14141 ,9954 ,4187 ,624 
대학교,안양대학교,경기,사립,6674 ,4858 ,1816 ,176 
대학교,안양대학교,인천,사립,728 ,509 ,219 ,18 
대학교,연세대학교,서울,사립,25989 ,19546 ,6443 ,1448 
대학교,연세대학교 원주캠퍼스,강원,사립,10986 ,7898 ,3088 ,369 
대학교,영남대학교,경북,사립,33245 ,22642 ,10603 ,921 
대학교,영남신학대학교,경북,사립,577 ,433 ,144 ,29 
대학교,영동대학교,충북,사립,5967 ,3784 ,2183 ,134 
대학교,영산선학대학교,전남,사립,56 ,42 ,14 ,15 
대학교,용인대학교,경기,사립,9087 ,6328 ,2759 ,207 
대학교,우석대학교,전북,사립,10645 ,8081 ,2564 ,281 
대학교,울산대학교,울산,사립,19706 ,12944 ,6762 ,1093 
대학교,원광대학교,전북,사립,24351 ,16256 ,8095 ,691 
대학교,위덕대학교,경북,사립,4133 ,3222 ,911 ,129 
대학교,을지대학교,대전,사립,877 ,807 ,70 ,266 
대학교,을지대학교,경기,사립,5579 ,4499 ,1080 ,143 
대학교,이화여자대학교,서울,사립,17589 ,15183 ,2406 ,640 
대학교,인제대학교,경남,사립,13045 ,9518 ,3527 ,377 
대학교,인제대학교 ,부산,사립,933 ,880 ,53 ,614 
대학교,인천가톨릭대학교,인천,사립,119 ,81 ,38 ,19 
대학교,인천가톨릭대학교,인천,사립,860 ,679 ,181 ,16 
대학교,인하대학교,인천,사립,26523 ,18177 ,8346 ,611 
대학교,장로회신학대학교,서울,사립,909 ,683 ,226 ,66 
대학교,전주대학교,전북,사립,16972 ,11613 ,5359 ,364 
대학교,조선대학교,광주,사립,29690 ,19812 ,9878 ,835 
대학교,중부대학교,충남,사립,12867 ,8410 ,4457 ,319 
대학교,중부대학교,경기,사립,,,,
대학교,중앙대학교 서울캠퍼스,서울,사립,22871 ,16547 ,6324 ,820 
대학교,중앙대학교 안성캠퍼스,경기,사립,10367 ,6907 ,3460 ,152 
대학교,중앙승가대학교,경기,사립,227 ,222 ,5 ,17 
대학교,백석대학교,충남,사립,17581 ,12989 ,4592 ,468 
대학교,청주대학교,충북,사립,18249 ,12404 ,5845 ,419 
대학교,총신대학교,서울,사립,2474 ,2026 ,448 ,120 
대학교,추계예술대학교,서울,사립,1567 ,1196 ,371 ,47 
대학교,침례신학대학교,대전,사립,2037 ,1626 ,411 ,45 
대학교,칼빈대학교,경기,사립,555 ,422 ,133 ,13 
대학교,탐라대학교,제주,사립,29 ,13 ,16 ,
대학교,평택대학교,경기,사립,5266 ,4159 ,1107 ,126 
대학교,차의과학대학교,경기,사립,2222 ,1792 ,430 ,72 
대학교,포항공과대학교,경북,사립,1716 ,1413 ,303 ,216 
대학교,한국기술교육대학교,충남,사립,6551 ,4560 ,1991 ,167 
대학교,한국성서대학교,서울,사립,1377 ,1126 ,251 ,49 
대학교,한국외국어대학교,서울,사립,22961 ,16629 ,6332 ,567 
대학교,한국외국어대학교,경기,사립,,,,
대학교,한국항공대학교,경기,사립,6180 ,4228 ,1952 ,155 
대학교,한남대학교,대전,사립,18422 ,12811 ,5611 ,424 
대학교,한동대학교,경북,사립,5599 ,4075 ,1524 ,123 
대학교,한라대학교,강원,사립,6052 ,4148 ,1904 ,137 
대학교,한림대학교,강원,사립,11944 ,8723 ,3221 ,818 
대학교,한서대학교,충남,사립,10106 ,7532 ,2574 ,289 
대학교,한성대학교,서울,사립,10054 ,7031 ,3023 ,258 
대학교,한세대학교,경기,사립,3646 ,2743 ,903 ,122 
대학교,한신대학교,경기,사립,7788 ,5463 ,2325 ,176 
대학교,한양대학교,서울,사립,21207 ,15269 ,5938 ,923 
대학교,한양대학교,경기,사립,12910 ,9232 ,3678 ,390 
대학교,한영신학대학교,서울,사립,990 ,791 ,199 ,44 
대학교,한일장신대학교,전북,사립,1102 ,879 ,223 ,47 
대학교,협성대학교,경기,사립,6107 ,4618 ,1489 ,163 
대학교,호남대학교,광주,사립,10217 ,7703 ,2514 ,290 
대학교,호남신학대학교,광주,사립,825 ,570 ,255 ,41 
대학교,호서대학교,충남,사립,18089 ,12994 ,5095 ,413 
대학교,홍익대학교,서울,사립,16711 ,11938 ,4773 ,450 
대학교,홍익대학교 세종캠퍼스,세종,사립,9190 ,6465 ,2725 ,204 
대학교,꽃동네대학교,충북,사립,633 ,502 ,131 ,23 
대학교,남부대학교,광주,사립,4068 ,3174 ,894 ,117 
대학교,예원예술대학교,전북,사립,714 ,533 ,181 ,50 
대학교,예원예술대학교 양주캠퍼스,경기,사립,642 ,489 ,153 ,18 
대학교,한중대학교,강원,사립,1825 ,1319 ,506 ,75 
대학교,목포가톨릭대학교,전남,사립,607 ,547 ,60 ,19 
대학교,부산장신대학교,경남,사립,334 ,273 ,61 ,25 
대학교,금강대학교,충남,사립,743 ,501 ,242 ,29 
대학교,대구외국어대학교,경북,사립,492 ,345 ,147 ,17 
대학교,예수대학교,전북,사립,625 ,575 ,50 ,25 
대학교,한국국제대학교,경남,사립,5224 ,3836 ,1388 ,140 
대학교,한북대학교,경기,사립,1424 ,809 ,615 ,
대학교,광주대학교,광주,사립,10048 ,7413 ,2635 ,256 
대학교,신경대학교,경기,사립,1499 ,905 ,594 ,50 
대학교,동명대학교,부산,사립,13497 ,9094 ,4403 ,297 
대학교,영산대학교,경남,사립,4364 ,3319 ,1045 ,121 
대학교,영산대학교,부산,사립,5148 ,3960 ,1188 ,118 
대학교,대전신학대학교,대전,사립,242 ,187 ,55 ,11 
대학교,중원대학교,충북,사립,4713 ,3475 ,1238 ,160 
대학교,우송대학교,대전,사립,12569 ,9426 ,3143 ,281 
대학교,김천대학교,경북,사립,4942 ,3760 ,1182 ,151 
대학교,한려대학교,전남,사립,840 ,680 ,160 ,63 
대학교,송원대학교,광주,사립,3098 ,2365 ,733 ,118 
대학교,경운대학교,경북,사립,5298 ,3712 ,1586 ,220 
대학교,남서울대학교,충남,사립,10297 ,7347 ,2950 ,344 
대학교,초당대학교,전남,사립,3635 ,2839 ,796 ,117 
대학교,한국산업기술대학교,경기,사립,7054 ,4743 ,2311 ,223 
대학교,제주국제대학교,제주,사립,1591 ,1186 ,405 ,92 
대학교,창신대학교,경남,사립,1487 ,1223 ,264 ,51 
대학교,신한대학교 ,경기,사립,857 ,739 ,118 ,46 
대학교,신한대학교 ,경기,사립,3219 ,2936 ,283 ,166 
대학교,울산과학기술대학교,울산,국립대법인,4146 ,3160 ,986 ,247 
대학교,한국과학기술원,대전,특별법법인,4625 ,3968 ,657 ,496 
대학교,광주과학기술원,광주,특별법법인,616 ,567 ,49 ,23 
대학교,대구경북과학기술원,대구,특별법법인,367 ,358 ,9 ,14 
대학교,한국전통문화대학교,충남,특별법국립,751 ,569 ,182 ,27 
방송통신대학,한국방송통신대학교,서울,국립,214347 ,134469 ,79878 ,154 
산업대학,한밭대학교,대전,국립,4629 ,2408 ,2221 ,
산업대학,서울과학기술대학교,서울,국립,5930 ,4155 ,1775 ,
산업대학,한경대학교,경기,국립,2994 ,2203 ,791 ,
산업대학,진주산업대학교,경남,국립,1309 ,942 ,367 ,
산업대학,한국교통대학교,충북,국립,767 ,528 ,239 ,
산업대학,한국산업기술대학교,경기,사립,3413 ,2778 ,635 ,
산업대학,광주대학교(산업대),광주,사립,,,,
산업대학,남서울대학교,충남,사립,4649 ,2793 ,1856 ,
산업대학,동명정보대학교,부산,사립,,,,
산업대학,영산대학교(산업대),경남,사립,20 ,19 ,1 ,
산업대학,영산대학교(산업대),부산,사립,17 ,14 ,3 ,
산업대학,우송대학교,대전,사립,2 ,,2 ,
산업대학,호원대학교,전북,사립,7830 ,5855 ,1975 ,179 
산업대학,초당대학교,전남,사립,1895 ,596 ,1299 ,
